STATE	TRACT	COUNTY	gisjoin	fid	AREALAND	POP100	H001001	H002001	H002005	H003001	H003002	H003003	P001001	P002001	P002002	P002005	P003001	P003002	P003003	P003004	P003005	P003006	P003007	P003008	P003009	P003010	P003026	P003047	P003063	P003070	P004001	P004002	P004003	P012001	P012002	P012026	P012A001	P012A002	P012A026	P012B001	P012B002	P012B026	P012C001	P012C002	P012C026	P012D001	P012D002	P012D026	P012E001	P012E002	P012E026	P012F001	P012F002	P012F026	P012G001	P012G002	P012G026	P012H001	P012H002	P012H026	P012I001	P012I002	P012I026	P013001	P013A001	P013B001	P013C001	P013D001	P013E001	P013F001	P013G001	P013H001	P013I001
42	521401	3	42003521401	14895	7241083	2826	1201	1201	0	1201	1140	61	2826	2826	0	0	2826	2805	2607	118	3	74	0	3	21	20	1	0	0	0	2826	19	2807	2826	1365	1461	2607	1252	1355	118	55	63	3	2	1	74	41	33	0	0	0	3	1	2	21	14	7	19	11	8	2594	1245	1349	44	45	41	18	33	0	29	16	33	45
42	521402	3	42003521402	14056	5791121	4140	1538	1538	0	1538	1521	17	4140	4140	0	0	4140	4090	3565	186	0	333	0	6	50	49	0	1	0	0	4140	11	4129	4140	2059	2081	3565	1765	1800	186	100	86	0	0	0	333	165	168	0	0	0	6	2	4	50	27	23	11	8	3	3555	1757	1798	44	44	36	0	43	0	22	18	45	44
42	521500	3	42003521500	13692	10535160	4708	1979	1979	0	1979	1914	65	4708	4708	0	0	4708	4673	4371	145	8	145	0	4	35	34	1	0	0	0	4708	20	4688	4708	2199	2509	4371	2035	2336	145	59	86	8	3	5	145	82	63	0	0	0	4	2	2	35	18	17	20	9	11	4355	2028	2327	45	45	38	25	37	0	48	23	36	45
42	522000	3	42003522000	15373	1386271	3689	1901	1901	0	1901	1675	226	3689	3689	0	0	3689	3656	3619	16	4	15	0	2	33	31	1	0	0	1	3689	20	3669	3689	1757	1932	3619	1727	1892	16	6	10	4	1	3	15	6	9	0	0	0	2	2	0	33	15	18	20	12	8	3604	1719	1885	37	37	23	22	22	0	38	22	25	37
42	523100	3	42003523100	15152	6738441	5067	2155	2155	0	2155	1980	175	5067	5067	0	0	5067	4971	654	4279	12	3	0	23	96	78	14	4	0	0	5067	33	5034	5067	2341	2726	654	302	352	4279	1982	2297	12	7	5	3	2	1	0	0	0	23	10	13	96	38	58	33	13	20	654	302	352	42	54	40	53	50	0	25	26	27	54
42	523200	3	42003523200	14111	3194444	4423	1903	1903	0	1903	1807	96	4423	4423	0	0	4423	4330	2340	1951	5	14	1	19	93	87	6	0	0	0	4423	33	4390	4423	2016	2407	2340	1061	1279	1951	896	1055	5	2	3	14	5	9	1	1	0	19	11	8	93	40	53	33	16	17	2326	1054	1272	38	44	33	51	50	67	13	13	18	44
42	523300	3	42003523300	13702	3535857	4592	1859	1859	0	1859	1793	66	4592	4592	0	0	4592	4556	3734	770	6	29	1	16	36	33	3	0	0	0	4592	29	4563	4592	2067	2525	3734	1677	2057	770	351	419	6	1	5	29	18	11	1	1	0	16	6	10	36	13	23	29	12	17	3712	1669	2043	44	47	33	21	37	41	15	18	17	48
42	523400	3	42003523400	14110	3229658	5229	2446	2446	0	2446	2367	79	5229	5229	0	0	5229	5165	4329	774	4	39	0	19	64	59	4	1	0	0	5229	36	5193	5229	2410	2819	4329	1985	2344	774	364	410	4	3	1	39	18	21	0	0	0	19	12	7	64	28	36	36	16	20	4306	1975	2331	42	44	33	65	38	0	14	19	20	44
42	523501	3	42003523501	14803	4561503	5160	2113	2113	0	2113	2044	69	5160	5160	0	0	5160	5078	3615	1382	8	49	0	24	82	69	13	0	0	0	5160	41	5119	5160	2442	2718	3615	1719	1896	1382	650	732	8	3	5	49	22	27	0	0	0	24	10	14	82	38	44	41	18	23	3593	1710	1883	41	45	32	43	33	0	16	17	28	45
42	523502	3	42003523502	14405	4641129	1703	771	771	0	771	720	51	1703	1703	0	0	1703	1684	1465	202	0	9	0	8	19	17	2	0	0	0	1703	11	1692	1703	833	870	1465	717	748	202	98	104	0	0	0	9	5	4	0	0	0	8	5	3	19	8	11	11	7	4	1459	712	747	39	41	30	0	26	0	18	15	48	41
42	523600	3	42003523600	14377	5308959	5276	2304	2304	0	2304	2244	60	5276	5276	0	0	5276	5227	4408	740	3	49	3	24	49	49	0	0	0	0	5276	45	5231	5276	2491	2785	4408	2084	2324	740	344	396	3	1	2	49	24	25	3	2	1	24	16	8	49	20	29	45	22	23	4382	2070	2312	43	45	34	41	29	15	26	20	22	45
42	523701	3	42003523701	14150	6397399	4555	1850	1850	0	1850	1788	62	4555	4555	0	0	4555	4537	4142	371	5	14	0	5	18	15	3	0	0	0	4555	9	4546	4555	2203	2352	4142	2016	2126	371	169	202	5	3	2	14	6	8	0	0	0	5	2	3	18	7	11	9	4	5	4135	2013	2122	40	42	20	39	21	0	47	20	33	42
42	523702	3	42003523702	13834	6860789	5718	2610	2610	0	2610	2488	122	5718	5718	0	0	5718	5658	4892	704	12	36	0	14	60	55	4	1	0	0	5718	45	5673	5718	2768	2950	4892	2375	2517	704	339	365	12	6	6	36	16	20	0	0	0	14	5	9	60	27	33	45	21	24	4871	2365	2506	40	41	31	31	31	0	22	16	22	41
42	523800	3	42003523800	14424	4811325	5086	2344	2344	0	2344	2259	85	5086	5086	0	0	5086	5063	4864	174	7	13	0	5	23	19	4	0	0	0	5086	15	5071	5086	2416	2670	4864	2295	2569	174	94	80	7	6	1	13	5	8	0	0	0	5	4	1	23	12	11	15	11	4	4857	2289	2568	45	45	35	37	37	0	26	20	26	45
42	524000	3	42003524000	15210	1385239	3124	1480	1480	0	1480	1376	104	3124	3124	0	0	3124	3108	2992	96	4	11	0	5	16	15	1	0	0	0	3124	10	3114	3124	1491	1633	2992	1423	1569	96	47	49	4	0	4	11	8	3	0	0	0	5	2	3	16	11	5	10	5	5	2983	1419	1564	39	39	31	11	42	0	13	21	51	39
42	525100	3	42003525100	14299	1409827	2200	1040	1040	0	1040	992	48	2200	2200	0	0	2200	2191	2163	17	1	9	0	1	9	8	1	0	0	0	2200	19	2181	2200	997	1203	2163	976	1187	17	9	8	1	1	0	9	5	4	0	0	0	1	1	0	9	5	4	19	9	10	2150	969	1181	41	41	54	54	33	0	26	12	27	41
42	525200	3	42003525200	13911	1132719	2213	1232	1232	0	1232	1177	55	2213	2213	0	0	2213	2204	2158	25	0	19	0	2	9	6	0	1	2	0	2213	6	2207	2213	947	1266	2158	920	1238	25	13	12	0	0	0	19	8	11	0	0	0	2	2	0	9	4	5	6	3	3	2155	919	1236	45	45	44	0	30	0	30	36	38	45
42	525300	3	42003525300	13913	1669050	2498	997	997	0	997	949	48	2498	2498	0	0	2498	2482	2441	20	6	6	0	9	16	16	0	0	0	0	2498	18	2480	2498	1111	1387	2441	1087	1354	20	9	11	6	1	5	6	2	4	0	0	0	9	4	5	16	8	8	18	8	10	2427	1081	1346	46	46	75	20	51	0	38	14	35	47
42	526101	3	42003526101	14423	34337551	6367	2592	2592	0	2592	2472	120	6367	6367	0	0	6367	6339	6133	140	3	52	1	10	28	28	0	0	0	0	6367	25	6342	6367	3053	3314	6133	2937	3196	140	69	71	3	2	1	52	28	24	1	1	0	10	5	5	28	11	17	25	14	11	6110	2924	3186	38	39	32	22	33	20	20	33	29	39
42	526102	3	42003526102	15144	13796965	2082	815	815	0	815	779	36	2082	2082	0	0	2082	2080	2061	11	0	1	5	2	2	2	0	0	0	0	2082	14	2068	2082	1029	1053	2061	1020	1041	11	6	5	0	0	0	1	0	1	5	1	4	2	2	0	2	0	2	14	6	8	2047	1014	1033	42	42	49	0	31	12	9	46	15	42
42	526201	3	42003526201	13976	6175485	3668	1427	1427	0	1427	1389	38	3668	3668	0	0	3668	3660	3578	56	0	22	0	4	8	8	0	0	0	0	3668	19	3649	3668	1811	1857	3578	1766	1812	56	31	25	0	0	0	22	9	13	0	0	0	4	1	3	8	4	4	19	9	10	3563	1759	1804	41	41	47	0	25	0	24	11	31	41
42	526202	3	42003526202	12893	11421394	4955	1974	1974	0	1974	1904	70	4955	4955	0	0	4955	4923	4647	199	6	64	0	7	32	29	2	1	0	0	4955	34	4921	4955	2392	2563	4647	2241	2406	199	94	105	6	5	1	64	32	32	0	0	0	7	4	3	32	16	16	34	16	18	4617	2227	2390	37	37	28	30	30	0	12	18	30	37
42	526301	3	42003526301	13729	4400848	4323	1600	1600	0	1600	1568	32	4323	4323	0	0	4323	4305	4202	71	5	21	0	6	18	18	0	0	0	0	4323	13	4310	4323	2095	2228	4202	2039	2163	71	33	38	5	1	4	21	9	12	0	0	0	6	1	5	18	12	6	13	4	9	4189	2035	2154	38	38	41	24	43	0	10	11	36	38
42	526302	3	42003526302	12853	4014529	5545	2216	2216	0	2216	2158	58	5545	5545	0	0	5545	5496	5133	266	9	71	1	16	49	48	1	0	0	0	5545	62	5483	5545	2771	2774	5133	2575	2558	266	127	139	9	2	7	71	39	32	1	1	0	16	4	12	49	23	26	62	26	36	5091	2558	2533	35	35	31	49	33	36	34	16	26	35
42	550900	3	42003550900	13918	997096	2630	1198	1198	0	1198	950	248	2630	2630	0	0	2630	2550	1579	934	13	6	0	18	80	73	7	0	0	0	2630	54	2576	2630	1253	1377	1579	739	840	934	448	486	13	8	5	6	4	2	0	0	0	18	8	10	80	46	34	54	37	17	1551	719	832	41	48	28	41	34	0	18	14	27	48
42	551200	3	42003551200	14536	1322262	4399	2027	2027	0	2027	1866	161	4399	4399	0	0	4399	4273	2874	1342	16	3	0	38	126	121	4	1	0	0	4399	68	4331	4399	1957	2442	2874	1287	1587	1342	585	757	16	9	7	3	1	2	0	0	0	38	16	22	126	59	67	68	29	39	2852	1278	1574	33	42	18	23	47	0	18	11	19	42
42	551300	3	42003551300	14032	3895496	2783	1213	1213	0	1213	1155	58	2783	2783	0	0	2783	2769	2718	40	5	2	0	4	14	14	0	0	0	0	2783	16	2767	2783	1270	1513	2718	1237	1481	40	22	18	5	3	2	2	0	2	0	0	0	4	0	4	14	8	6	16	7	9	2708	1233	1475	46	46	45	37	53	0	5	17	38	46
42	551900	3	42003551900	14897	1774372	1789	946	946	0	946	811	135	1789	1789	0	0	1789	1745	1293	435	8	3	0	6	44	44	0	0	0	0	1789	32	1757	1789	860	929	1293	622	671	435	214	221	8	1	7	3	0	3	0	0	0	6	3	3	44	20	24	32	17	15	1278	615	663	40	42	34	37	66	0	14	13	27	42
42	552000	3	42003552000	14151	633779	3051	1349	1349	0	1349	1201	148	3051	3051	0	0	3051	2997	2488	476	8	1	0	24	54	51	3	0	0	0	3051	33	3018	3051	1409	1642	2488	1136	1352	476	233	243	8	5	3	1	0	1	0	0	0	24	9	15	54	26	28	33	12	21	2468	1129	1339	36	40	22	19	19	0	10	11	17	40
42	552100	3	42003552100	14010	672937	1589	639	639	0	639	472	167	1589	1589	0	0	1589	1553	609	931	0	4	0	9	36	36	0	0	0	0	1589	19	1570	1589	612	977	609	186	423	931	395	536	0	0	0	4	3	1	0	0	0	9	6	3	36	22	14	19	13	6	603	182	421	47	78	33	0	55	0	39	11	45	78
42	552200	3	42003552200	14319	780707	1435	693	693	0	693	593	100	1435	1435	0	0	1435	1417	1382	27	1	1	0	6	18	17	1	0	0	0	1435	25	1410	1435	686	749	1382	654	728	27	15	12	1	1	0	1	1	0	0	0	0	6	5	1	18	10	8	25	14	11	1364	646	718	38	38	31	45	26	0	39	35	33	38
42	552300	3	42003552300	14031	845706	3077	1453	1453	0	1453	1151	302	3077	3077	0	0	3077	2950	1382	1524	12	6	2	24	127	112	15	0	0	0	3077	83	2994	3077	1429	1648	1382	615	767	1524	739	785	12	6	6	6	2	4	2	0	2	24	10	14	127	57	70	83	37	46	1359	607	752	33	41	28	35	39	54	17	11	17	41
42	552400	3	42003552400	14945	2039596	3292	1608	1608	0	1608	1458	150	3292	3292	0	0	3292	3277	3086	172	3	4	0	12	15	14	1	0	0	0	3292	31	3261	3292	1562	1730	3086	1462	1624	172	82	90	3	1	2	4	3	1	0	0	0	12	7	5	15	7	8	31	20	11	3060	1446	1614	43	43	30	33	22	0	19	32	50	43
42	560400	3	42003560400	14909	528851	1770	1051	1051	0	1051	857	194	1770	1770	0	0	1770	1722	473	1216	8	14	2	9	48	35	12	1	0	0	1770	23	1747	1770	764	1006	473	201	272	1216	522	694	8	5	3	14	8	6	2	2	0	9	3	6	48	23	25	23	11	12	463	198	265	39	49	35	47	41	34	27	26	31	49
42	560500	3	42003560500	14161	468805	2286	1372	1372	0	1372	1261	111	2286	2286	0	0	2286	2227	1680	500	8	26	0	13	59	54	5	0	0	0	2286	32	2254	2286	1026	1260	1680	751	929	500	222	278	8	3	5	26	15	11	0	0	0	13	3	10	59	32	27	32	13	19	1664	744	920	35	36	30	29	33	0	11	19	34	36
42	560600	3	42003560600	14159	377309	1636	1076	1076	0	1076	749	327	1636	1636	0	0	1636	1597	361	1199	13	17	0	7	39	35	4	0	0	0	1636	13	1623	1636	749	887	361	170	191	1199	535	664	13	7	6	17	10	7	0	0	0	7	5	2	39	22	17	13	8	5	361	170	191	34	47	30	36	47	0	20	28	24	47
42	561000	3	42003561000	14544	552064	1916	1012	1012	0	1012	801	211	1916	1916	0	0	1916	1868	419	1424	14	2	1	8	48	43	5	0	0	0	1916	19	1897	1916	800	1116	419	153	266	1424	619	805	14	6	8	2	0	2	1	0	1	8	3	5	48	19	29	19	10	9	418	153	265	32	53	28	20	40	27	5	18	33	53
42	561100	3	42003561100	13695	483100	1414	691	691	0	691	569	122	1414	1414	0	0	1414	1379	71	1293	5	5	0	5	35	32	3	0	0	0	1414	19	1395	1414	617	797	71	29	42	1293	567	726	5	2	3	5	3	2	0	0	0	5	4	1	35	12	23	19	8	11	67	28	39	35	54	34	45	51	0	26	19	32	54
42	561200	3	42003561200	13730	401256	1744	1000	1000	0	1000	762	238	1744	1744	0	0	1744	1680	133	1526	6	3	3	9	64	47	16	0	1	0	1744	24	1720	1744	785	959	133	74	59	1526	676	850	6	3	3	3	1	2	3	1	2	9	4	5	64	26	38	24	15	9	131	72	59	38	47	38	38	39	56	13	16	23	47
42	561400	3	42003561400	13571	1852825	4775	2644	2644	0	2644	2493	151	4775	4775	0	0	4775	4669	1366	3230	6	32	1	34	106	90	16	0	0	0	4775	43	4732	4775	2053	2722	1366	556	810	3230	1428	1802	6	5	1	32	15	17	1	0	1	34	12	22	106	37	69	43	21	22	1353	548	805	42	53	38	37	31	21	26	23	28	53
42	561500	3	42003561500	14034	1300623	3655	1850	1850	0	1850	1646	204	3655	3655	0	0	3655	3586	1112	2380	12	57	5	20	69	58	10	0	1	0	3655	43	3612	3655	1645	2010	1112	497	615	2380	1067	1313	12	6	6	57	27	30	5	2	3	20	12	8	69	34	35	43	13	30	1101	494	607	38	52	32	40	31	6	14	18	33	52
42	980100	5	42005980100	14887	265408720	4902	2101	2101	0	2101	1869	232	4902	4902	0	0	4902	4880	4867	9	2	0	1	1	22	22	0	0	0	0	4902	6	4896	4902	2395	2507	4867	2379	2488	9	4	5	2	0	2	0	0	0	1	0	1	1	1	0	22	11	11	6	4	2	4863	2376	2487	40	40	5	29	0	24	30	42	41	40
42	980200	5	42005980200	14313	148212089	2471	1545	1545	0	1545	953	592	2471	2471	0	0	2471	2463	2453	5	1	0	3	1	8	8	0	0	0	0	2471	10	2461	2471	1255	1216	2453	1243	1210	5	4	1	1	1	0	0	0	0	3	1	2	1	1	0	8	5	3	10	6	4	2445	1239	1206	38	38	29	43	0	44	18	9	26	38
42	980300	5	42005980300	15062	150090908	3792	1868	1868	0	1868	1416	452	3792	3792	0	0	3792	3783	3732	48	1	2	0	0	9	8	1	0	0	0	3792	9	3783	3792	1903	1889	3732	1857	1875	48	38	10	1	0	1	2	1	1	0	0	0	0	0	0	9	7	2	9	7	2	3727	1853	1874	41	41	45	76	38	0	0	45	44	41
42	980400	5	42005980400	14314	69531091	2713	1123	1123	0	1123	1055	68	2713	2713	0	0	2713	2706	2692	2	0	4	0	8	7	7	0	0	0	0	2713	17	2696	2713	1317	1396	2692	1311	1381	2	1	1	0	0	0	4	0	4	0	0	0	8	2	6	7	3	4	17	7	10	2682	1306	1376	39	39	37	0	47	0	10	45	25	39
42	980500	5	42005980500	12093	81073915	5455	2388	2388	0	2388	2233	155	5455	5455	0	0	5455	5429	5398	4	8	15	1	3	26	26	0	0	0	0	5455	25	5430	5455	2590	2865	5398	2571	2827	4	3	1	8	3	5	15	5	10	1	0	1	3	0	3	26	8	18	25	10	15	5379	2562	2817	42	42	45	35	35	43	11	17	42	42
42	980600	5	42005980600	14840	131363532	3471	1521	1521	0	1521	1304	217	3471	3471	0	0	3471	3461	3429	7	11	3	0	11	10	10	0	0	0	0	3471	17	3454	3471	1713	1758	3429	1693	1736	7	4	3	11	4	7	3	0	3	0	0	0	11	8	3	10	4	6	17	11	6	3428	1693	1735	38	38	15	16	43	0	10	18	13	38
42	980700	5	42005980700	15247	129063945	4040	1667	1667	0	1667	1545	122	4040	4040	0	0	4040	4026	4006	8	4	4	0	4	14	14	0	0	0	0	4040	15	4025	4040	2001	2039	4006	1979	2027	8	7	1	4	1	3	4	2	2	0	0	0	4	4	0	14	8	6	15	12	3	3996	1972	2024	38	38	16	46	19	0	11	22	28	38
42	980800	5	42005980800	12591	174339248	4398	1917	1917	0	1917	1671	246	4398	4398	0	0	4398	4385	4375	6	2	2	0	0	13	12	1	0	0	0	4398	19	4379	4398	2204	2194	4375	2190	2185	6	5	1	2	2	0	2	1	1	0	0	0	0	0	0	13	6	7	19	10	9	4358	2182	2176	39	39	19	34	41	0	0	34	23	39
42	980900	5	42005980900	14972	43456546	5044	2254	2254	0	2254	2113	141	5044	5044	0	0	5044	5016	4974	27	5	5	1	4	28	25	3	0	0	0	5044	21	5023	5044	2439	2605	4974	2406	2568	27	14	13	5	1	4	5	2	3	1	1	0	4	3	1	28	12	16	21	8	13	4960	2401	2559	42	42	36	48	55	22	29	32	41	42
42	981000	5	42005981000	14973	1837285	3451	1713	1713	0	1713	1580	133	3451	3451	0	0	3451	3407	3257	134	5	6	0	5	44	43	1	0	0	0	3451	26	3425	3451	1580	1871	3257	1494	1763	134	60	74	5	2	3	6	2	4	0	0	0	5	1	4	44	21	23	26	8	18	3249	1491	1758	41	42	43	7	34	0	10	16	37	42
42	981100	5	42005981100	15246	2686405	4787	2251	2251	0	2251	2032	219	4787	4787	0	0	4787	4760	4658	75	11	12	0	4	27	26	1	0	0	0	4787	32	4755	4787	2164	2623	4658	2086	2572	75	46	29	11	6	5	12	8	4	0	0	0	4	3	1	27	15	12	32	12	20	4634	2079	2555	39	40	20	29	25	0	26	11	23	40
42	981200	5	42005981200	14869	136538429	6117	2432	2432	0	2432	2339	93	6117	6117	0	0	6117	6095	6078	9	0	7	1	0	22	22	0	0	0	0	6117	18	6099	6117	3096	3021	6078	3074	3004	9	6	3	0	0	0	7	5	2	1	0	1	0	0	0	22	11	11	18	9	9	6063	3067	2996	40	40	24	0	60	58	0	20	31	40
42	981300	5	42005981300	14402	42682204	2587	1114	1114	0	1114	1034	80	2587	2587	0	0	2587	2571	2535	26	1	5	3	1	16	14	2	0	0	0	2587	5	2582	2587	1301	1286	2535	1272	1263	26	18	8	1	0	1	5	0	5	3	3	0	1	1	0	16	7	9	5	2	3	2531	1271	1260	43	43	45	42	44	12	33	46	33	43
42	981400	5	42005981400	14483	36499076	2754	1186	1186	0	1186	1108	78	2754	2754	0	0	2754	2737	2622	89	1	0	0	25	17	17	0	0	0	0	2754	17	2737	2754	1360	1394	2622	1289	1333	89	45	44	1	1	0	0	0	0	0	0	0	25	15	10	17	10	7	17	11	6	2620	1289	1331	41	41	40	35	0	0	17	15	28	41
42	981500	5	42005981500	14485	2206940	3191	1482	1482	0	1482	1345	137	3191	3191	0	0	3191	3166	3072	80	4	4	2	4	25	24	1	0	0	0	3191	16	3175	3191	1509	1682	3072	1454	1618	80	38	42	4	2	2	4	2	2	2	1	1	4	0	4	25	12	13	16	5	11	3059	1449	1610	38	39	26	36	37	56	9	10	24	39
42	981600	5	42005981600	14233	105527775	4950	2074	2074	0	2074	1931	143	4950	4950	0	0	4950	4920	4865	24	6	11	0	14	30	30	0	0	0	0	4950	25	4925	4950	2434	2516	4865	2386	2479	24	11	13	6	5	1	11	5	6	0	0	0	14	10	4	30	17	13	25	15	10	4846	2375	2471	40	40	40	35	14	0	22	23	24	40
42	981700	5	42005981700	14286	168997492	3921	1614	1614	0	1614	1490	124	3921	3921	0	0	3921	3912	3902	4	3	0	0	3	9	8	1	0	0	0	3921	5	3916	3921	1949	1972	3902	1940	1962	4	1	3	3	1	2	0	0	0	0	0	0	3	2	1	9	5	4	5	3	2	3897	1937	1960	39	39	38	48	0	0	35	54	54	39
42	981800	5	42005981800	14484	1161398	2386	1193	1193	0	1193	1109	84	2386	2386	0	0	2386	2363	2327	30	1	4	0	1	23	21	2	0	0	0	2386	16	2370	2386	1087	1299	2327	1055	1272	30	18	12	1	0	1	4	2	2	0	0	0	1	0	1	23	12	11	16	6	10	2311	1049	1262	42	42	45	54	39	0	9	12	23	43
42	981900	5	42005981900	14401	2992884	1962	944	944	0	944	878	66	1962	1962	0	0	1962	1950	1931	5	0	5	1	8	12	11	1	0	0	0	1962	9	1953	1962	907	1055	1931	892	1039	5	3	2	0	0	0	5	2	3	1	0	1	8	5	3	12	5	7	9	4	5	1928	891	1037	39	39	31	0	42	31	5	15	20	39
42	600101	7	42007600101	14555	45629712	4307	1715	1715	0	1715	1600	115	4307	4307	0	0	4307	4296	4277	5	5	6	0	3	11	11	0	0	0	0	4307	24	4283	4307	2134	2173	4277	2123	2154	5	2	3	5	3	2	6	1	5	0	0	0	3	0	3	11	5	6	24	10	14	4257	2114	2143	38	38	27	35	33	0	24	8	27	38
42	600102	7	42007600102	14904	26593465	940	388	388	0	388	361	27	940	940	0	0	940	930	923	6	0	0	1	0	10	9	1	0	0	0	940	7	933	940	467	473	923	457	466	6	4	2	0	0	0	0	0	0	1	1	0	0	0	0	10	5	5	7	2	5	919	455	464	39	39	53	0	0	14	0	19	66	39
42	600200	7	42007600200	14022	53792124	6120	2326	2326	0	2326	2238	88	6120	6120	0	0	6120	6082	6010	55	1	12	1	3	38	36	0	0	2	0	6120	20	6100	6120	2969	3151	6010	2906	3104	55	32	23	1	1	0	12	5	7	1	0	1	3	2	1	38	23	15	20	10	10	5993	2898	3095	40	41	37	41	15	82	12	14	55	41
42	600300	7	42007600300	14023	830134	732	327	327	0	327	307	20	732	732	0	0	732	730	726	0	0	0	0	4	2	2	0	0	0	0	732	8	724	732	365	367	726	359	367	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	2	2	0	8	5	3	722	358	364	39	39	0	0	0	0	41	66	41	39
42	600400	7	42007600400	14173	1369401	856	409	409	0	409	373	36	856	856	0	0	856	845	841	4	0	0	0	0	11	5	6	0	0	0	856	3	853	856	407	449	841	397	444	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	11	8	3	3	2	1	838	395	443	43	43	53	0	0	0	0	45	65	43
42	600500	7	42007600500	14027	47317836	2757	1156	1156	0	1156	1102	54	2757	2757	0	0	2757	2736	2685	27	15	5	0	4	21	21	0	0	0	0	2757	21	2736	2757	1334	1423	2685	1301	1384	27	15	12	15	6	9	5	2	3	0	0	0	4	0	4	21	10	11	21	9	12	2670	1294	1376	43	43	40	29	61	0	6	30	30	43
42	600601	7	42007600601	14903	57324314	2273	977	977	0	977	904	73	2273	2273	0	0	2273	2266	2256	2	4	2	0	2	7	7	0	0	0	0	2273	5	2268	2273	1111	1162	2256	1103	1153	2	2	0	4	2	2	2	2	0	0	0	0	2	1	1	7	1	6	5	2	3	2253	1102	1151	40	40	44	29	36	0	20	53	31	40
42	600602	7	42007600602	14119	77700362	2974	1139	1139	0	1139	1090	49	2974	2974	0	0	2974	2964	2915	37	3	6	0	3	10	10	0	0	0	0	2974	11	2963	2974	1430	1544	2915	1403	1512	37	19	18	3	0	3	6	4	2	0	0	0	3	2	1	10	2	8	11	5	6	2907	1400	1507	43	43	59	35	47	0	3	10	30	43
42	600700	7	42007600700	13747	41139580	7021	2933	2933	0	2933	2807	126	7021	7021	0	0	7021	6973	6853	65	1	43	2	9	48	47	1	0	0	0	7021	19	7002	7021	3434	3587	6853	3352	3501	65	34	31	1	0	1	43	18	25	2	1	1	9	3	6	48	26	22	19	5	14	6839	3348	3491	42	42	35	52	36	45	25	19	38	42
42	600800	7	42007600800	12592	2029492	1187	499	499	0	499	469	30	1187	1187	0	0	1187	1184	1153	24	1	1	0	5	3	3	0	0	0	0	1187	5	1182	1187	553	634	1153	540	613	24	9	15	1	1	0	1	0	1	0	0	0	5	3	2	3	0	3	5	1	4	1151	540	611	39	39	32	26	37	0	9	18	20	39
42	600900	7	42007600900	12078	1877593	1434	667	667	0	667	628	39	1434	1434	0	0	1434	1415	1252	143	5	6	3	6	19	16	3	0	0	0	1434	12	1422	1434	656	778	1252	572	680	143	65	78	5	2	3	6	2	4	3	1	2	6	4	2	19	10	9	12	7	5	1249	570	679	36	37	31	31	51	5	27	13	29	37
42	601000	7	42007601000	13752	4980166	3867	1600	1600	0	1600	1517	83	3867	3867	0	0	3867	3828	3761	49	5	5	0	8	39	38	1	0	0	0	3867	30	3837	3867	1816	2051	3761	1767	1994	49	22	27	5	1	4	5	4	1	0	0	0	8	5	3	39	17	22	30	14	16	3738	1756	1982	43	43	33	25	12	0	30	12	16	43
42	601100	7	42007601100	12251	1914838	3562	1214	1214	0	1214	1133	81	3562	3562	0	0	3562	3488	3119	290	6	50	0	23	74	73	1	0	0	0	3562	40	3522	3562	1663	1899	3119	1440	1679	290	154	136	6	1	5	50	23	27	0	0	0	23	10	13	74	35	39	40	24	16	3097	1424	1673	24	26	21	16	22	0	9	18	28	26
42	601200	7	42007601200	12583	2469069	3351	1808	1808	0	1808	1492	316	3351	3351	0	0	3351	3259	2392	844	6	9	2	6	92	83	9	0	0	0	3351	21	3330	3351	1521	1830	2392	1087	1305	844	380	464	6	1	5	9	4	5	2	1	1	6	3	3	92	45	47	21	9	12	2379	1081	1298	38	40	36	37	23	28	13	11	26	40
42	601300	7	42007601300	12252	1104061	3007	1358	1358	0	1358	1173	185	3007	3007	0	0	3007	2938	2308	605	1	3	0	21	69	63	5	1	0	0	3007	44	2963	3007	1354	1653	2308	1026	1282	605	284	321	1	0	1	3	1	2	0	0	0	21	11	10	69	32	37	44	22	22	2280	1014	1266	39	41	33	23	15	0	17	10	21	41
42	601400	7	42007601400	13109	1450186	3754	1651	1651	0	1651	1500	151	3754	3754	0	0	3754	3681	3327	331	9	11	0	3	73	64	9	0	0	0	3754	16	3738	3754	1809	1945	3327	1585	1742	331	172	159	9	6	3	11	7	4	0	0	0	3	0	3	73	39	34	16	8	8	3315	1579	1736	37	38	36	32	34	0	4	11	27	38
42	601500	7	42007601500	13110	2387948	3194	1484	1484	0	1484	1366	118	3194	3194	0	0	3194	3102	2690	387	7	2	0	16	92	86	6	0	0	0	3194	17	3177	3194	1454	1740	2690	1216	1474	387	179	208	7	5	2	2	1	1	0	0	0	16	9	7	92	44	48	17	8	9	2681	1213	1468	34	37	24	38	17	0	5	8	23	37
42	601600	7	42007601600	12079	2133653	1674	764	764	0	764	726	38	1674	1674	0	0	1674	1659	1597	53	4	3	0	2	15	14	1	0	0	0	1674	9	1665	1674	787	887	1597	749	848	53	28	25	4	1	3	3	2	1	0	0	0	2	1	1	15	6	9	9	4	5	1592	746	846	39	39	40	19	30	0	32	16	24	39
